NUTS_ID,NUTS_NAME,country,year,infra_km,pop_density,expenditure_mEUR,mean_elevation_m,elevation_std,dist_to_river_km
BE22,BE22,BE,2016,1072.35,659.46,3081.55,60.57,28.9,96.87
BE22,BE22,BE,2017,1092.69,674.67,3131.32,60.57,28.9,129.21
BE22,BE22,BE,2018,1133.51,661.23,3310.61,60.57,28.9,109.27
BE22,BE22,BE,2019,1114.95,679.29,3398.04,60.57,28.9,26.61
BE22,BE22,BE,2020,1139.7,676.26,3424.09,60.57,28.9,108.9
BE22,BE22,BE,2021,1138.09,673.97,3547.58,60.57,28.9,75.88
BE21,BE21,BE,2015,1283.48,824.92,3111.66,17.76,10.33,44.63
BE21,BE21,BE,2016,1328.73,832.86,3087.46,17.76,10.33,114.17
BE21,BE21,BE,2017,1314.02,829.35,3099.26,17.76,10.33,1.4
BE21,BE21,BE,2018,1324.48,825.58,3314.32,17.76,10.33,30.61
BE21,BE21,BE,2019,1299.56,855.66,3359.1,17.76,10.33,92.4
BE21,BE21,BE,2020,1309.42,831.97,3442.71,17.76,10.33,0.78
BE21,BE21,BE,2021,1381.13,839.34,3550.67,17.76,10.33,143.71
CZ03,CZ03,CZ,2015,754.93,247.58,402.08,556.56,162.0,149.45
CZ03,CZ03,CZ,2016,771.48,220.61,462.79,556.56,162.0,88.96
CZ03,CZ03,CZ,2017,814.04,228.57,357.92,556.56,162.0,104.34
CZ03,CZ03,CZ,2018,846.76,238.23,467.64,556.56,162.0,72.15
CZ03,CZ03,CZ,2019,794.57,239.52,480.43,556.56,162.0,87.0
CZ03,CZ03,CZ,2020,883.36,265.23,565.37,556.56,162.0,120.75
CZ03,CZ03,CZ,2021,864.1,255.35,468.89,556.56,162.0,74.74
BE24,BE24,BE,2015,1314.7,1068.25,3055.45,46.67,27.67,66.03
BE24,BE24,BE,2016,1334.56,1063.84,3028.86,46.67,27.67,33.09
BE24,BE24,BE,2017,1356.8,1093.18,3192.01,46.67,27.67,149.75
BE24,BE24,BE,2018,1379.9,1089.15,3343.01,46.67,27.67,117.85
BE24,BE24,BE,2019,1355.24,1086.45,3291.39,46.67,27.67,125.97
BE24,BE24,BE,2020,1436.84,1074.68,3366.15,46.67,27.67,54.34
BE24,BE24,BE,2021,1424.69,1100.8,3429.84,46.67,27.67,44.81
MT00,MT00,MT,2015,1281.38,1271.2,3157.03,80.89,56.43,68.73
MT00,MT00,MT,2016,1266.76,1271.88,3289.46,80.89,56.43,74.47
MT00,MT00,MT,2017,1301.62,1295.33,3351.83,80.89,56.43,114.83
MT00,MT00,MT,2018,1336.49,1274.07,3489.96,80.89,56.43,98.54
MT00,MT00,MT,2019,1321.52,1290.38,3555.53,80.89,56.43,39.26
MT00,MT00,MT,2020,1362.24,1295.5,3619.2,80.89,56.43,113.91
MT00,MT00,MT,2021,1336.78,1318.97,3743.17,80.89,56.43,9.8
CZ07,CZ07,CZ,2015,896.69,88.48,464.92,415.0,186.64,52.1
CZ07,CZ07,CZ,2016,913.5,114.16,468.46,415.0,186.64,7.84
CZ07,CZ07,CZ,2017,917.96,98.23,419.51,415.0,186.64,109.62
CZ07,CZ07,CZ,2018,890.72,120.09,391.92,415.0,186.64,145.8
CZ07,CZ07,CZ,2019,1005.44,98.83,529.44,415.0,186.64,17.11
CZ07,CZ07,CZ,2020,929.17,110.13,515.47,415.0,186.64,84.18
CZ07,CZ07,CZ,2021,937.45,105.95,499.53,415.0,186.64,129.02
LU00,LU00,LU,2015,1062.54,1059.32,734.38,341.58,81.41,68.75
LU00,LU00,LU,2016,1030.56,1072.35,729.56,341.58,81.41,61.76
LU00,LU00,LU,2017,1139.43,1084.46,876.76,341.58,81.41,9.34
LU00,LU00,LU,2018,1131.63,1084.18,763.42,341.58,81.41,117.94
LU00,LU00,LU,2019,1098.53,1082.49,777.73,341.58,81.41,24.71
LU00,LU00,LU,2020,1145.73,1086.6,767.28,341.58,81.41,131.67
LU00,LU00,LU,2021,1124.3,1096.71,783.33,341.58,81.41,147.75
DEE0,DEE0,DE,2015,1049.08,1363.84,3651.12,119.08,99.74,15.82
DEE0,DEE0,DE,2016,1113.02,1377.53,3661.69,119.08,99.74,144.67
DEE0,DEE0,DE,2017,1075.53,1380.44,3629.04,119.08,99.74,43.07
DEE0,DEE0,DE,2018,1114.17,1399.81,3865.11,119.08,99.74,59.4
DEE0,DEE0,DE,2019,1130.1,1393.64,3953.08,119.08,99.74,23.69
DEE0,DEE0,DE,2020,1154.19,1406.35,4056.88,119.08,99.74,135.92
DEE0,DEE0,DE,2021,1122.59,1403.27,4099.75,119.08,99.74,27.63
EL43,EL43,EL,2015,757.97,265.74,224.84,476.11,424.63,12.52
EL43,EL43,EL,2016,748.24,248.75,312.63,476.11,424.63,62.66
EL43,EL43,EL,2017,750.02,236.94,316.33,476.11,424.63,132.29
EL43,EL43,EL,2018,721.53,246.24,304.9,476.11,424.63,79.11
EL43,EL43,EL,2019,756.54,255.81,327.9,476.11,424.63,11.91
EL43,EL43,EL,2020,747.74,257.21,333.5,476.11,424.63,81.12
EL43,EL43,EL,2021,788.38,242.4,385.29,476.11,424.63,70.68
AL01,AL01,AL,2015,538.91,562.51,1622.11,745.83,562.88,50.28
AL01,AL01,AL,2016,521.11,543.89,1643.69,745.83,562.88,52.19
AL01,AL01,AL,2017,497.41,571.19,1704.53,745.83,562.88,97.67
AL01,AL01,AL,2018,469.17,570.22,1764.19,745.83,562.88,146.87
AL01,AL01,AL,2019,556.48,551.5,1834.26,745.83,562.88,101.43
AL01,AL01,AL,2020,560.56,552.07,1846.64,745.83,562.88,125.56
AL01,AL01,AL,2021,545.45,574.74,1848.14,745.83,562.88,104.12
DK02,DK02,DK,2015,889.06,339.85,2493.22,21.56,20.25,130.68
DK02,DK02,DK,2016,915.84,343.06,2498.16,21.56,20.25,136.08
DK02,DK02,DK,2017,928.01,344.79,2728.29,21.56,20.25,16.65
DK02,DK02,DK,2018,860.69,316.96,2714.86,21.56,20.25,57.06
DK02,DK02,DK,2019,953.71,336.05,2777.82,21.56,20.25,110.99
DK02,DK02,DK,2020,922.89,347.3,2835.11,21.56,20.25,136.62
DK02,DK02,DK,2021,960.92,352.14,2962.17,21.56,20.25,2.7
BE35,BE35,BE,2015,1225.46,440.32,3073.49,245.19,76.7,14.48
BE35,BE35,BE,2016,1197.11,435.87,2990.71,245.19,76.7,44.99
BE35,BE35,BE,2017,1289.46,450.52,3246.0,245.19,76.7,133.85
BE35,BE35,BE,2018,1300.52,436.71,3254.08,245.19,76.7,149.32
BE35,BE35,BE,2019,1276.89,446.08,3397.46,245.19,76.7,9.55
BE35,BE35,BE,2020,1313.75,459.2,3442.07,245.19,76.7,124.39
BE35,BE35,BE,2021,1334.99,451.65,3568.31,245.19,76.7,77.62
BE32,BE32,BE,2015,812.92,668.31,3050.26,112.3,79.12,133.88
BE32,BE32,BE,2016,905.05,655.39,3132.11,112.3,79.12,105.4
BE32,BE32,BE,2017,902.71,670.59,3080.37,112.3,79.12,15.63
BE32,BE32,BE,2018,850.86,649.12,3271.13,112.3,79.12,90.1
BE32,BE32,BE,2019,871.2,676.9,3424.12,112.3,79.12,95.12
BE32,BE32,BE,2020,872.07,677.94,3406.83,112.3,79.12,6.85
BE32,BE32,BE,2021,817.34,678.81,3483.64,112.3,79.12,145.73
DE21,DE21,DE,2015,783.86,295.18,3529.47,628.27,267.56,31.05
DE21,DE21,DE,2016,848.2,311.84,3650.44,628.27,267.56,85.81
DE21,DE21,DE,2017,845.49,294.58,3706.71,628.27,267.56,139.76
DE21,DE21,DE,2018,847.9,312.93,3761.39,628.27,267.56,51.78
DE21,DE21,DE,2019,887.79,327.19,3911.51,628.27,267.56,74.03
DE21,DE21,DE,2020,876.21,311.45,3946.3,628.27,267.56,61.65
DE21,DE21,DE,2021,840.91,322.2,4145.37,628.27,267.56,91.19
CH03,CH03,CH,2015,1173.06,1428.66,800.21,487.79,124.05,38.64
CH03,CH03,CH,2016,1205.57,1434.51,781.24,487.79,124.05,57.58
CH03,CH03,CH,2017,1223.4,1426.31,804.49,487.79,124.05,18.15
CH03,CH03,CH,2018,1270.65,1450.08,889.83,487.79,124.05,100.29
CH03,CH03,CH,2019,1231.86,1451.26,958.56,487.79,124.05,89.05
CH03,CH03,CH,2020,1255.0,1476.92,930.88,487.79,124.05,18.08
CH03,CH03,CH,2021,1279.79,1465.06,941.02,487.79,124.05,1.76
CH04,CH04,CH,2015,778.04,733.79,797.51,532.49,123.35,18.45
CH04,CH04,CH,2016,746.6,750.3,859.43,532.49,123.35,126.84
CH04,CH04,CH,2017,851.98,740.21,929.21,532.49,123.35,100.94
CH04,CH04,CH,2018,793.02,739.42,850.94,532.49,123.35,119.76
CH04,CH04,CH,2019,872.31,756.95,901.03,532.49,123.35,137.5
CH04,CH04,CH,2020,782.7,750.83,820.02,532.49,123.35,90.16
CH04,CH04,CH,2021,880.39,771.78,991.92,532.49,123.35,56.18
AT21,AT21,AT,2015,446.63,227.96,3851.7,1166.61,565.79,23.17
AT21,AT21,AT,2016,489.38,230.58,3856.46,1166.61,565.79,10.76
AT21,AT21,AT,2017,529.12,216.52,4001.18,1166.61,565.79,101.57
AT21,AT21,AT,2018,448.69,247.23,4250.43,1166.61,565.79,21.08
AT21,AT21,AT,2019,488.52,230.92,4269.52,1166.61,565.79,75.82
AT21,AT21,AT,2020,504.15,240.91,4329.71,1166.61,565.79,3.5
AT21,AT21,AT,2021,501.19,235.38,4578.94,1166.61,565.79,43.39
NL11,NL11,NL,2015,1188.63,1346.57,977.24,1.3,3.52,147.6
NL11,NL11,NL,2016,1147.39,1326.65,1013.97,1.3,3.52,23.12
NL11,NL11,NL,2017,1144.23,1365.51,1127.85,1.3,3.52,114.29
NL11,NL11,NL,2018,1210.64,1367.14,991.88,1.3,3.52,29.19
NL11,NL11,NL,2019,1202.83,1359.85,1050.21,1.3,3.52,40.54
NL11,NL11,NL,2020,1242.68,1373.15,1150.65,1.3,3.52,20.88
NL11,NL11,NL,2021,1197.92,1395.62,1085.37,1.3,3.52,73.33
EL42,EL42,EL,2015,1060.77,850.38,303.06,163.83,175.0,59.27
EL42,EL42,EL,2016,1043.22,861.31,210.34,163.83,175.0,144.6
EL42,EL42,EL,2017,1061.69,873.84,318.3,163.83,175.0,80.01
EL42,EL42,EL,2018,1053.94,878.42,269.99,163.83,175.0,131.56
EL42,EL42,EL,2019,1101.33,883.7,310.14,163.83,175.0,72.51
EL42,EL42,EL,2020,1093.13,894.7,247.55,163.83,175.0,30.48
EL42,EL42,EL,2021,1070.53,882.6,397.02,163.83,175.0,76.69
BG42,BG42,BG,2015,1024.9,1300.51,2489.18,623.95,478.67,124.13
BG42,BG42,BG,2016,1055.76,1322.48,2607.44,623.95,478.67,133.96
BG42,BG42,BG,2017,1047.52,1320.0,2476.38,623.95,478.67,93.99
BG42,BG42,BG,2018,1122.69,1318.16,2745.24,623.95,478.67,20.17
BG42,BG42,BG,2019,1107.34,1317.36,2702.91,623.95,478.67,120.67
BG42,BG42,BG,2020,1057.81,1326.74,2819.36,623.95,478.67,2.15
BG42,BG42,BG,2021,1120.67,1347.34,2946.19,623.95,478.67,111.07
AT22,AT22,AT,2015,657.18,1169.89,3848.13,972.05,490.18,126.89
AT22,AT22,AT,2016,658.73,1165.91,3886.08,972.05,490.18,61.13
AT22,AT22,AT,2017,687.77,1162.83,4034.25,972.05,490.18,52.32
AT22,AT22,AT,2018,698.45,1174.03,4157.37,972.05,490.18,44.93
AT22,AT22,AT,2019,720.25,1181.18,4229.39,972.05,490.18,119.18
AT22,AT22,AT,2020,703.36,1187.78,4376.55,972.05,490.18,44.29
AT22,AT22,AT,2021,694.2,1185.05,4452.01,972.05,490.18,120.52
DE40,DE40,DE,2015,1159.79,1358.4,3391.28,66.6,31.66,33.9
DE40,DE40,DE,2016,1152.53,1368.08,3513.57,66.6,31.66,97.17
DE40,DE40,DE,2017,1197.64,1344.46,3710.15,66.6,31.66,87.88
DE40,DE40,DE,2018,1153.47,1383.35,3750.43,66.6,31.66,107.09
DE40,DE40,DE,2019,1207.79,1393.03,3935.72,66.6,31.66,82.88
DE40,DE40,DE,2020,1161.04,1395.72,3978.25,66.6,31.66,74.5
DE40,DE40,DE,2021,1233.79,1394.93,4099.47,66.6,31.66,94.43
AL03,AL03,AL,2015,484.47,425.45,1631.01,685.61,518.39,125.9
AL03,AL03,AL,2016,463.09,442.13,1658.3,685.61,518.39,40.56
AL03,AL03,AL,2017,470.36,428.26,1764.37,685.61,518.39,118.34
AL03,AL03,AL,2018,493.74,444.61,1758.03,685.61,518.39,144.61
AL03,AL03,AL,2019,526.05,439.96,1788.9,685.61,518.39,74.07
AL03,AL03,AL,2020,555.27,426.17,1892.85,685.61,518.39,99.96
AL03,AL03,AL,2021,488.56,442.48,1925.3,685.61,518.39,44.71
BE34,BE34,BE,2015,1118.29,971.95,2959.07,396.94,86.38,143.52
BE34,BE34,BE,2016,1053.13,978.38,2998.95,396.94,86.38,55.31
BE34,BE34,BE,2017,1143.09,977.99,3153.08,396.94,86.38,115.14
BE34,BE34,BE,2018,1197.69,984.74,3230.09,396.94,86.38,98.6
BE34,BE34,BE,2019,1186.38,1003.2,3335.58,396.94,86.38,32.36
BE34,BE34,BE,2020,1212.3,1013.7,3391.71,396.94,86.38,97.75
BE34,BE34,BE,2021,1181.91,993.84,3574.53,396.94,86.38,96.72
EL53,EL53,EL,2015,1010.58,311.55,308.38,900.56,332.31,55.17
EL53,EL53,EL,2016,991.45,317.6,210.3,900.56,332.31,2.9
EL53,EL53,EL,2017,1020.08,315.7,245.2,900.56,332.31,73.93
EL53,EL53,EL,2018,1087.8,295.46,299.39,900.56,332.31,69.61
EL53,EL53,EL,2019,1075.21,321.36,338.96,900.56,332.31,101.63
EL53,EL53,EL,2020,1116.71,315.47,325.99,900.56,332.31,146.4
EL53,EL53,EL,2021,1141.86,331.01,357.89,900.56,332.31,18.03
EL54,EL54,EL,2015,739.29,774.19,204.84,693.06,487.98,0.2
EL54,EL54,EL,2016,798.83,777.0,320.08,693.06,487.98,68.7
EL54,EL54,EL,2017,797.09,778.44,253.49,693.06,487.98,9.85
EL54,EL54,EL,2018,762.11,790.41,386.84,693.06,487.98,71.07
EL54,EL54,EL,2019,788.79,802.52,323.14,693.06,487.98,144.42
EL54,EL54,EL,2020,793.46,799.75,286.85,693.06,487.98,21.12
EL54,EL54,EL,2021,789.31,823.0,356.19,693.06,487.98,86.74
AT11,AT11,AT,2015,1088.93,977.02,3761.96,262.66,124.03,38.99
AT11,AT11,AT,2016,1130.17,963.65,3913.95,262.66,124.03,133.52
AT11,AT11,AT,2017,1066.95,967.63,4049.07,262.66,124.03,22.1
AT11,AT11,AT,2018,1100.34,974.07,4157.75,262.66,124.03,36.28
AT11,AT11,AT,2019,1161.55,1000.67,4270.58,262.66,124.03,11.44
AT11,AT11,AT,2020,1180.26,979.07,4494.0,262.66,124.03,64.92
AT11,AT11,AT,2021,1109.18,975.81,4485.67,262.66,124.03,7.5
LI00,LI00,LI,2015,613.21,362.14,1329.78,1056.91,554.25,65.55
LI00,LI00,LI,2016,586.6,381.59,1354.01,1056.91,554.25,28.52
LI00,LI00,LI,2017,615.36,386.17,1386.03,1056.91,554.25,113.6
LI00,LI00,LI,2018,617.59,371.36,1376.2,1056.91,554.25,96.09
LI00,LI00,LI,2019,651.08,376.12,1487.09,1056.91,554.25,84.76
LI00,LI00,LI,2020,631.99,403.2,1533.6,1056.91,554.25,34.3
LI00,LI00,LI,2021,631.97,376.97,1572.1,1056.91,554.25,48.25
EL51,EL51,EL,2015,840.03,156.82,274.91,373.88,376.52,72.13
EL51,EL51,EL,2016,802.91,165.39,248.67,373.88,376.52,137.93
EL51,EL51,EL,2017,787.99,156.31,360.98,373.88,376.52,58.87
EL51,EL51,EL,2018,850.59,165.11,308.29,373.88,376.52,53.57
EL51,EL51,EL,2019,868.98,157.57,351.14,373.88,376.52,84.61
EL51,EL51,EL,2020,900.9,152.77,284.45,373.88,376.52,137.74
EL51,EL51,EL,2021,849.79,166.17,280.6,373.88,376.52,33.13
ME00,ME00,ME,2015,618.48,439.13,1621.4,1028.29,506.6,65.49
ME00,ME00,ME,2016,646.88,466.6,1599.68,1028.29,506.6,52.96
ME00,ME00,ME,2017,665.38,440.56,1733.79,1028.29,506.6,117.05
ME00,ME00,ME,2018,632.06,409.93,1755.92,1028.29,506.6,27.92
ME00,ME00,ME,2019,609.36,455.7,1762.2,1028.29,506.6,31.06
ME00,ME00,ME,2020,655.7,456.12,1894.28,1028.29,506.6,125.37
ME00,ME00,ME,2021,650.55,463.57,1825.21,1028.29,506.6,115.67
CH02,CH02,CH,2015,356.83,1298.52,808.85,1034.38,594.19,63.78
CH02,CH02,CH,2016,368.29,1297.3,780.08,1034.38,594.19,45.59
CH02,CH02,CH,2017,320.33,1336.26,783.0,1034.38,594.19,111.28
CH02,CH02,CH,2018,346.92,1347.39,811.11,1034.38,594.19,106.89
CH02,CH02,CH,2019,321.96,1337.99,911.12,1034.38,594.19,55.64
CH02,CH02,CH,2020,405.15,1332.01,881.88,1034.38,594.19,81.67
CH02,CH02,CH,2021,371.65,1347.49,961.71,1034.38,594.19,117.09
ITG2,ITG2,IT,2015,954.97,89.29,1766.24,335.93,277.89,44.48
ITG2,ITG2,IT,2016,990.44,91.23,1898.3,335.93,277.89,76.33
ITG2,ITG2,IT,2017,942.16,89.68,1942.71,335.93,277.89,124.13
ITG2,ITG2,IT,2018,1012.82,93.98,2047.92,335.93,277.89,104.19
ITG2,ITG2,IT,2019,987.65,91.1,2083.44,335.93,277.89,41.11
ITG2,ITG2,IT,2020,983.32,90.25,2052.64,335.93,277.89,146.78
ITG2,ITG2,IT,2021,972.25,89.66,2211.79,335.93,277.89,109.06
CH06,CH06,CH,2015,511.55,743.55,773.52,1182.65,655.11,117.93
CH06,CH06,CH,2016,492.62,772.68,813.64,1182.65,655.11,35.25
CH06,CH06,CH,2017,532.73,770.91,869.2,1182.65,655.11,81.96
CH06,CH06,CH,2018,578.75,766.18,852.33,1182.65,655.11,120.0
CH06,CH06,CH,2019,537.33,748.02,942.87,1182.65,655.11,19.76
CH06,CH06,CH,2020,500.84,763.2,930.63,1182.65,655.11,119.5
CH06,CH06,CH,2021,563.74,783.93,867.29,1182.65,655.11,85.76
CH01,CH01,CH,2015,58.64,435.4,725.24,1614.83,943.86,93.19
CH01,CH01,CH,2016,115.14,439.24,782.4,1614.83,943.86,117.56
CH01,CH01,CH,2017,74.84,444.8,755.08,1614.83,943.86,102.82
CH01,CH01,CH,2018,67.2,450.75,891.28,1614.83,943.86,96.26
CH01,CH01,CH,2019,76.34,465.78,960.44,1614.83,943.86,29.85
CH01,CH01,CH,2020,127.33,451.89,897.09,1614.83,943.86,41.45
CH01,CH01,CH,2021,66.66,462.51,933.15,1614.83,943.86,10.13
BG41,BG41,BG,2015,470.22,1454.3,2428.69,953.33,444.04,110.68
BG41,BG41,BG,2016,453.3,1480.9,2493.74,953.33,444.04,39.64
BG41,BG41,BG,2017,427.42,1470.33,2550.91,953.33,444.04,40.28
BG41,BG41,BG,2018,510.39,1465.59,2702.02,953.33,444.04,11.55
BG41,BG41,BG,2019,498.49,1480.27,2758.31,953.33,444.04,89.86
BG41,BG41,BG,2020,536.25,1505.49,2905.63,953.33,444.04,91.5
BG41,BG41,BG,2021,526.38,1489.07,2874.51,953.33,444.04,89.65
AT12,AT12,AT,2015,855.43,900.1,3871.19,462.46,267.2,61.22
AT12,AT12,AT,2016,856.91,891.52,3910.74,462.46,267.2,143.64
AT12,AT12,AT,2017,815.36,909.77,4024.77,462.46,267.2,28.28
AT12,AT12,AT,2018,846.6,901.56,4171.69,462.46,267.2,65.1
AT12,AT12,AT,2019,886.7,903.05,4189.91,462.46,267.2,108.52
AT12,AT12,AT,2020,889.95,911.0,4463.03,462.46,267.2,36.3
AT12,AT12,AT,2021,936.66,911.29,4512.18,462.46,267.2,29.89
ES52,ES52,ES,2015,857.0,32.51,3851.13,500.6,344.93,40.62
ES52,ES52,ES,2016,899.51,37.54,4082.98,500.6,344.93,12.17
ES52,ES52,ES,2017,886.67,45.74,4142.4,500.6,344.93,139.91
ES52,ES52,ES,2018,823.14,43.02,4306.22,500.6,344.93,110.69
ES52,ES52,ES,2019,894.0,33.52,4353.83,500.6,344.93,55.67
ES52,ES52,ES,2020,886.57,49.02,4382.62,500.6,344.93,55.27
ES52,ES52,ES,2021,898.9,44.59,4621.15,500.6,344.93,118.11
DEA4,DEA4,DE,2015,1382.65,381.55,3577.44,162.22,96.7,66.38
DEA4,DEA4,DE,2016,1435.36,391.39,3572.26,162.22,96.7,3.29
DEA4,DEA4,DE,2017,1380.06,391.74,3604.97,162.22,96.7,8.43
DEA4,DEA4,DE,2018,1471.11,393.26,3818.3,162.22,96.7,61.45
DEA4,DEA4,DE,2019,1450.09,382.79,3951.11,162.22,96.7,23.92
DEA4,DEA4,DE,2020,1491.7,386.91,4021.98,162.22,96.7,102.77
DEA4,DEA4,DE,2021,1494.42,395.92,4089.32,162.22,96.7,46.47
ITH1,ITH1,IT,2015,370.94,799.11,1775.27,1768.89,661.84,124.28
ITH1,ITH1,IT,2016,404.9,826.74,1839.36,1768.89,661.84,75.85
ITH1,ITH1,IT,2017,388.25,818.45,1909.3,1768.89,661.84,83.01
ITH1,ITH1,IT,2018,391.34,824.95,2028.0,1768.89,661.84,125.69
ITH1,ITH1,IT,2019,462.97,833.07,2092.7,1768.89,661.84,65.88
ITH1,ITH1,IT,2020,408.68,836.53,2068.21,1768.89,661.84,104.09
ITH1,ITH1,IT,2021,462.02,832.82,2158.09,1768.89,661.84,24.79
CH07,CH07,CH,2015,433.61,251.72,729.95,1385.5,696.29,15.8
CH07,CH07,CH,2016,388.26,244.84,745.78,1385.5,696.29,8.66
CH07,CH07,CH,2017,406.89,247.63,812.2,1385.5,696.29,32.93
CH07,CH07,CH,2018,396.09,267.15,759.62,1385.5,696.29,64.34
CH07,CH07,CH,2019,438.91,282.7,907.5,1385.5,696.29,105.32
CH07,CH07,CH,2020,400.35,252.32,962.56,1385.5,696.29,94.71
CH07,CH07,CH,2021,396.91,256.44,939.87,1385.5,696.29,90.85
BG33,BG33,BG,2015,981.43,221.45,2507.46,234.97,120.44,58.78
BG33,BG33,BG,2016,1011.21,234.33,2414.91,234.97,120.44,2.72
BG33,BG33,BG,2017,1033.01,259.93,2567.8,234.97,120.44,94.26
BG33,BG33,BG,2018,1002.38,243.26,2759.87,234.97,120.44,123.21
BG33,BG33,BG,2019,1049.28,235.5,2833.07,234.97,120.44,50.04
BG33,BG33,BG,2020,1048.21,251.49,2862.82,234.97,120.44,132.38
BG33,BG33,BG,2021,1056.5,230.35,2917.21,234.97,120.44,58.17
ES51,ES51,ES,2015,506.67,815.74,3896.22,645.12,566.83,56.32
ES51,ES51,ES,2016,474.39,839.38,3948.33,645.12,566.83,52.58
ES51,ES51,ES,2017,467.36,823.78,4109.57,645.12,566.83,55.44
ES51,ES51,ES,2018,545.65,831.3,4299.84,645.12,566.83,1.25
ES51,ES51,ES,2019,526.63,844.76,4295.05,645.12,566.83,72.6
ES51,ES51,ES,2020,510.43,857.48,4538.34,645.12,566.83,112.76
ES51,ES51,ES,2021,519.59,847.3,4655.6,645.12,566.83,21.05
ITH4,ITH4,IT,2015,691.55,1114.1,1817.42,574.93,596.14,133.56
ITH4,ITH4,IT,2016,662.91,1126.31,1923.7,574.93,596.14,98.12
ITH4,ITH4,IT,2017,701.94,1131.63,1998.94,574.93,596.14,94.86
ITH4,ITH4,IT,2018,662.37,1123.14,1957.72,574.93,596.14,30.34
ITH4,ITH4,IT,2019,699.6,1130.01,2023.12,574.93,596.14,32.24
ITH4,ITH4,IT,2020,703.58,1144.93,2048.98,574.93,596.14,11.55
ITH4,ITH4,IT,2021,685.45,1143.01,2248.81,574.93,596.14,123.27
CH05,CH05,CH,2015,452.59,411.56,837.38,1617.29,776.31,140.86
CH05,CH05,CH,2016,396.37,435.64,775.79,1617.29,776.31,104.2
CH05,CH05,CH,2017,425.09,431.34,772.09,1617.29,776.31,39.7
CH05,CH05,CH,2018,479.06,434.19,899.86,1617.29,776.31,28.16
CH05,CH05,CH,2019,474.86,433.53,861.07,1617.29,776.31,55.25
CH05,CH05,CH,2020,442.61,432.38,895.17,1617.29,776.31,83.6
CH05,CH05,CH,2021,475.51,436.11,922.42,1617.29,776.31,48.45
LT01,LT01,LT,2015,1245.88,1497.66,2540.85,153.63,38.3,37.35
LT01,LT01,LT,2016,1245.98,1503.04,2658.86,153.63,38.3,121.0
LT01,LT01,LT,2017,1255.41,1499.09,2664.34,153.63,38.3,3.36
LT01,LT01,LT,2018,1328.73,1510.75,2661.69,153.63,38.3,98.15
LT01,LT01,LT,2019,1324.05,1530.42,2894.49,153.63,38.3,114.35
LT01,LT01,LT,2020,1349.53,1551.87,2952.14,153.63,38.3,88.04
LT01,LT01,LT,2021,1339.85,1540.59,2980.74,153.63,38.3,113.51
ITH2,ITH2,IT,2015,644.75,601.06,1771.43,1415.74,671.5,139.23
ITH2,ITH2,IT,2016,659.92,604.65,1823.09,1415.74,671.5,149.34
ITH2,ITH2,IT,2017,676.94,608.28,1996.14,1415.74,671.5,88.97
ITH2,ITH2,IT,2018,677.32,598.47,2066.59,1415.74,671.5,55.97
ITH2,ITH2,IT,2019,721.03,627.61,2062.54,1415.74,671.5,104.57
ITH2,ITH2,IT,2020,653.14,619.64,2137.8,1415.74,671.5,89.9
ITH2,ITH2,IT,2021,668.43,619.57,2128.85,1415.74,671.5,68.28
DEA1,DEA1,DE,2015,1287.27,286.74,3534.17,58.08,58.19,125.72
DEA1,DEA1,DE,2016,1256.38,303.17,3541.05,58.08,58.19,85.89
DEA1,DEA1,DE,2017,1289.14,277.77,3690.73,58.08,58.19,87.48
DEA1,DEA1,DE,2018,1259.08,286.4,3765.33,58.08,58.19,91.03
DEA1,DEA1,DE,2019,1319.51,265.32,3941.58,58.08,58.19,129.45
DEA1,DEA1,DE,2020,1331.72,280.1,3970.41,58.08,58.19,120.4
DEA1,DEA1,DE,2021,1379.32,281.87,4160.95,58.08,58.19,146.01
DEA2,DEA2,DE,2015,1190.62,107.18,3481.65,217.21,153.88,146.3
DEA2,DEA2,DE,2016,1216.45,115.99,3562.9,217.21,153.88,31.62
DEA2,DEA2,DE,2017,1212.77,111.7,3623.53,217.21,153.88,40.28
DEA2,DEA2,DE,2018,1178.98,109.4,3775.07,217.21,153.88,44.91
DEA2,DEA2,DE,2019,1273.54,109.72,3892.85,217.21,153.88,38.47
DEA2,DEA2,DE,2020,1295.01,103.77,3996.22,217.21,153.88,51.4
DEA2,DEA2,DE,2021,1275.83,115.4,4077.51,217.21,153.88,45.36
BG34,BG34,BG,2015,1117.36,224.82,2609.55,301.52,244.92,21.61
BG34,BG34,BG,2016,1077.19,231.91,2506.82,301.52,244.92,68.94
BG34,BG34,BG,2017,1130.33,234.36,2595.92,301.52,244.92,8.55
BG34,BG34,BG,2018,1106.59,203.1,2724.74,301.52,244.92,100.08
BG34,BG34,BG,2019,1202.49,232.26,2790.33,301.52,244.92,47.08
BG34,BG34,BG,2020,1201.05,229.92,2786.92,301.52,244.92,73.41
BG34,BG34,BG,2021,1160.45,229.15,3005.59,301.52,244.92,72.48
EE00,EE00,EE,2015,1124.23,1275.46,2844.45,55.8,35.98,68.1
EE00,EE00,EE,2016,1089.34,1302.41,2990.49,55.8,35.98,86.9
EE00,EE00,EE,2017,1077.36,1327.61,3056.16,55.8,35.98,34.47
EE00,EE00,EE,2018,1063.05,1320.52,3106.22,55.8,35.98,85.63
EE00,EE00,EE,2019,1148.94,1312.46,3195.69,55.8,35.98,32.81
